folder,file,size
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069907/1,1_G4KNRK069907_UpperZone1[ALWAYS]_Step1_[210741]_OK.jpg,731915
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069907/1,1_G4KNRK069907_LowerZone2[ALWAYS]_Step4_[210741]_OK.jpg,358612
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069907/1,1_G4KNRK069907_UpperZone2[ALWAYS]_Step2_[210741]_OK.jpg,705199
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069907/1,1_G4KNRK069907_LowerZone1[ALWAYS]_Step3_[210741]_OK.jpg,364409
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069919/1,1_G4KNRK069919_LowerZone2[ALWAYS]_Step4_[211904]_OK.jpg,352411
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069919/1,1_G4KNRK069919_UpperZone1[ALWAYS]_Step1_[211904]_OK.jpg,711343
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069919/1,1_G4KNRK069919_UpperZone2[ALWAYS]_Step2_[211904]_OK.jpg,660351
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069919/1,1_G4KNRK069919_LowerZone1[ALWAYS]_Step3_[211904]_OK.jpg,364915
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070046/1,1_G4KNRK070046_LowerZone2[ALWAYS]_Step4_[230730]_OK.jpg,345431
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070046/1,1_G4KNRK070046_UpperZone2[ALWAYS]_Step2_[230730]_OK.jpg,656030
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070046/1,1_G4KNRK070046_LowerZone1[ALWAYS]_Step3_[230730]_OK.jpg,359855
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070046/1,1_G4KNRK070046_UpperZone1[ALWAYS]_Step1_[230730]_OK.jpg,702004
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070051/1,1_G4KNRK070051_UpperZone2[ALWAYS]_Step2_[231026]_OK.jpg,698589
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070051/1,1_G4KNRK070051_UpperZone1[ALWAYS]_Step1_[231026]_OK.jpg,736757
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070051/1,1_G4KNRK070051_LowerZone1[ALWAYS]_Step3_[231026]_OK.jpg,361767
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070051/1,1_G4KNRK070051_LowerZone2[ALWAYS]_Step4_[231026]_OK.jpg,352389
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069993/1,1_G4KNRK069993_LowerZone2[ALWAYS]_Step4_[221822]_OK.jpg,349319
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069993/1,1_G4KNRK069993_LowerZone1[ALWAYS]_Step3_[221822]_OK.jpg,362289
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069993/1,1_G4KNRK069993_UpperZone1[ALWAYS]_Step1_[221822]_OK.jpg,723325
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069993/1,1_G4KNRK069993_UpperZone2[ALWAYS]_Step2_[221822]_OK.jpg,693373
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069866/1,1_G4KNRK069866_UpperZone2[ALWAYS]_Step2_[202322]_OK.jpg,684518
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069866/1,1_G4KNRK069866_LowerZone1[ALWAYS]_Step3_[202322]_OK.jpg,368778
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069866/1,1_G4KNRK069866_UpperZone1[ALWAYS]_Step1_[202322]_OK.jpg,725177
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069866/1,1_G4KNRK069866_LowerZone2[ALWAYS]_Step4_[202322]_OK.jpg,347970
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069884/1,1_G4KNRK069884_UpperZone2[ALWAYS]_Step2_[203735]_OK.jpg,694761
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069884/1,1_G4KNRK069884_LowerZone1[ALWAYS]_Step3_[203735]_OK.jpg,367296
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069884/1,1_G4KNRK069884_UpperZone1[ALWAYS]_Step1_[203735]_OK.jpg,726511
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069884/1,1_G4KNRK069884_LowerZone2[ALWAYS]_Step4_[203735]_OK.jpg,341899
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070042/1,1_G4KNRK070042_UpperZone2[ALWAYS]_Step2_[230435]_OK.jpg,685873
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070042/1,1_G4KNRK070042_LowerZone1[ALWAYS]_Step3_[230435]_OK.jpg,360350
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070042/1,1_G4KNRK070042_LowerZone2[ALWAYS]_Step4_[230435]_OK.jpg,348306
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070042/1,1_G4KNRK070042_UpperZone1[ALWAYS]_Step1_[230435]_OK.jpg,725472
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070007/1,1_G4KNRK070007_LowerZone1[ALWAYS]_Step3_[223330]_OK.jpg,368226
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070007/1,1_G4KNRK070007_UpperZone2[ALWAYS]_Step2_[223330]_OK.jpg,664454
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070007/1,1_G4KNRK070007_UpperZone1[ALWAYS]_Step1_[223330]_OK.jpg,733808
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070007/1,1_G4KNRK070007_LowerZone2[ALWAYS]_Step4_[223330]_OK.jpg,348241
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069853/1,1_G4KNRK069853_LowerZone1[ALWAYS]_Step3_[195720]_OK.jpg,371933
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069853/1,1_G4KNRK069853_UpperZone2[ALWAYS]_Step2_[195720]_OK.jpg,713777
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069853/1,1_G4KNRK069853_LowerZone2[ALWAYS]_Step4_[195720]_OK.jpg,350532
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069853/1,1_G4KNRK069853_UpperZone1[ALWAYS]_Step1_[195720]_OK.jpg,739636
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070104/1,1_G4KNRK070104_LowerZone2[ALWAYS]_Step4_[235040]_OK.jpg,352879
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070104/1,1_G4KNRK070104_UpperZone1[ALWAYS]_Step1_[235040]_OK.jpg,747789
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070104/1,1_G4KNRK070104_UpperZone2[ALWAYS]_Step2_[235040]_OK.jpg,715341
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070104/1,1_G4KNRK070104_LowerZone1[ALWAYS]_Step3_[235040]_OK.jpg,366666
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070067/1,1_G4KNRK070067_UpperZone2[ALWAYS]_Step2_[232501]_OK.jpg,736441
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070067/1,1_G4KNRK070067_UpperZone1[ALWAYS]_Step1_[232501]_OK.jpg,740567
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070067/1,1_G4KNRK070067_LowerZone1[ALWAYS]_Step3_[232501]_OK.jpg,369552
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070067/1,1_G4KNRK070067_LowerZone2[ALWAYS]_Step4_[232501]_OK.jpg,355863
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069972/1,1_G4KNRK069972_UpperZone1[ALWAYS]_Step1_[220446]_OK.jpg,728313
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069972/1,1_G4KNRK069972_UpperZone2[ALWAYS]_Step2_[220446]_OK.jpg,675032
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069972/1,1_G4KNRK069972_LowerZone2[ALWAYS]_Step4_[220446]_OK.jpg,357046
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069972/1,1_G4KNRK069972_LowerZone1[ALWAYS]_Step3_[220446]_OK.jpg,368965
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070060/1,1_G4KNRK070060_LowerZone1[ALWAYS]_Step3_[231616]_OK.jpg,359000
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070060/1,1_G4KNRK070060_UpperZone2[ALWAYS]_Step2_[231616]_OK.jpg,693790
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070060/1,1_G4KNRK070060_LowerZone2[ALWAYS]_Step4_[231616]_OK.jpg,353798
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070060/1,1_G4KNRK070060_UpperZone1[ALWAYS]_Step1_[231616]_OK.jpg,735358
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070036/1,1_G4KNRK070036_UpperZone1[ALWAYS]_Step1_[230012]_OK.jpg,738544
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070036/1,1_G4KNRK070036_UpperZone2[ALWAYS]_Step2_[230012]_OK.jpg,683913
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070036/1,1_G4KNRK070036_LowerZone2[ALWAYS]_Step4_[230012]_OK.jpg,359263
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070036/1,1_G4KNRK070036_LowerZone1[ALWAYS]_Step3_[230012]_OK.jpg,370869
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069920/1,1_G4KNRK069920_UpperZone2[ALWAYS]_Step2_[212033]_OK.jpg,704390
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069920/1,1_G4KNRK069920_UpperZone1[ALWAYS]_Step1_[212033]_OK.jpg,738190
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069920/1,1_G4KNRK069920_LowerZone2[ALWAYS]_Step4_[212033]_OK.jpg,356578
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069920/1,1_G4KNRK069920_LowerZone1[ALWAYS]_Step3_[212033]_OK.jpg,363282
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069948/1,1_G4KNRK069948_LowerZone2[ALWAYS]_Step4_[214539]_OK.jpg,347880
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069948/1,1_G4KNRK069948_LowerZone1[ALWAYS]_Step3_[214539]_OK.jpg,370116
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069948/1,1_G4KNRK069948_UpperZone1[ALWAYS]_Step1_[214539]_OK.jpg,690148
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069948/1,1_G4KNRK069948_UpperZone2[ALWAYS]_Step2_[214539]_OK.jpg,636793
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070106/1,1_G4KNRK070106_UpperZone1[ALWAYS]_Step1_[235123]_OK.jpg,738070
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070106/1,1_G4KNRK070106_LowerZone2[ALWAYS]_Step4_[235123]_OK.jpg,351115
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070106/1,1_G4KNRK070106_UpperZone2[ALWAYS]_Step2_[235123]_OK.jpg,712746
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070106/1,1_G4KNRK070106_LowerZone1[ALWAYS]_Step3_[235123]_OK.jpg,356409
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070012/1,1_G4KNRK070012_LowerZone1[ALWAYS]_Step3_[223735]_OK.jpg,362889
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070012/1,1_G4KNRK070012_UpperZone1[ALWAYS]_Step1_[223735]_OK.jpg,747362
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070012/1,1_G4KNRK070012_LowerZone2[ALWAYS]_Step4_[223735]_OK.jpg,351553
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070012/1,1_G4KNRK070012_UpperZone2[ALWAYS]_Step2_[223735]_OK.jpg,702399
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069903/1,1_G4KNRK069903_LowerZone2[ALWAYS]_Step4_[210358]_OK.jpg,352446
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069903/1,1_G4KNRK069903_UpperZone2[ALWAYS]_Step2_[210358]_OK.jpg,684719
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069903/1,1_G4KNRK069903_UpperZone1[ALWAYS]_Step1_[210358]_OK.jpg,734043
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069903/1,1_G4KNRK069903_LowerZone1[ALWAYS]_Step3_[210358]_OK.jpg,363729
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070038/1,1_G4KNRK070038_LowerZone2[ALWAYS]_Step4_[230139]_OK.jpg,351140
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070038/1,1_G4KNRK070038_LowerZone1[ALWAYS]_Step3_[230139]_OK.jpg,357133
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070038/1,1_G4KNRK070038_UpperZone2[ALWAYS]_Step2_[230139]_OK.jpg,711273
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070038/1,1_G4KNRK070038_UpperZone1[ALWAYS]_Step1_[230139]_OK.jpg,742950
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069966/1,1_G4KNRK069966_LowerZone1[ALWAYS]_Step3_[220221]_OK.jpg,370243
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069966/1,1_G4KNRK069966_UpperZone2[ALWAYS]_Step2_[220221]_OK.jpg,699080
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069966/1,1_G4KNRK069966_LowerZone2[ALWAYS]_Step4_[220221]_OK.jpg,354085
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069966/1,1_G4KNRK069966_UpperZone1[ALWAYS]_Step1_[220221]_OK.jpg,733285
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069981/1,1_G4KNRK069981_LowerZone1[ALWAYS]_Step3_[221950]_OK.jpg,363607
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069981/1,1_G4KNRK069981_UpperZone2[ALWAYS]_Step2_[221950]_OK.jpg,665224
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069981/1,1_G4KNRK069981_UpperZone1[ALWAYS]_Step1_[221950]_OK.jpg,725555
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069981/1,1_G4KNRK069981_LowerZone2[ALWAYS]_Step4_[221950]_OK.jpg,348808
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070109/1,1_G4KNRK070109_LowerZone1[ALWAYS]_Step3_[235419]_OK.jpg,367628
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070109/1,1_G4KNRK070109_UpperZone2[ALWAYS]_Step2_[235419]_OK.jpg,659547
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070109/1,1_G4KNRK070109_LowerZone2[ALWAYS]_Step4_[235419]_OK.jpg,349798
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070109/1,1_G4KNRK070109_UpperZone1[ALWAYS]_Step1_[235419]_OK.jpg,728908
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069904/1,1_G4KNRK069904_LowerZone1[ALWAYS]_Step3_[210443]_OK.jpg,358361
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069904/1,1_G4KNRK069904_LowerZone2[ALWAYS]_Step4_[210443]_OK.jpg,352740
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069904/1,1_G4KNRK069904_UpperZone1[ALWAYS]_Step1_[210443]_OK.jpg,738423
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069904/1,1_G4KNRK069904_UpperZone2[ALWAYS]_Step2_[210443]_OK.jpg,682379
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069882/1,1_G4KNRK069882_UpperZone1[ALWAYS]_Step1_[203607]_OK.jpg,730522
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069882/1,1_G4KNRK069882_LowerZone1[ALWAYS]_Step3_[203607]_OK.jpg,364669
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069882/1,1_G4KNRK069882_LowerZone2[ALWAYS]_Step4_[203607]_OK.jpg,352173
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069882/1,1_G4KNRK069882_UpperZone2[ALWAYS]_Step2_[203607]_OK.jpg,674533
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070017/1,1_G4KNRK070017_UpperZone2[ALWAYS]_Step2_[224235]_OK.jpg,683564
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070017/1,1_G4KNRK070017_LowerZone1[ALWAYS]_Step3_[224235]_OK.jpg,374988
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070017/1,1_G4KNRK070017_LowerZone2[ALWAYS]_Step4_[224235]_OK.jpg,358630
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070017/1,1_G4KNRK070017_UpperZone1[ALWAYS]_Step1_[224235]_OK.jpg,737981
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069885/1,1_G4KNRK069885_UpperZone2[ALWAYS]_Step2_[203820]_OK.jpg,684024
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069885/1,1_G4KNRK069885_LowerZone1[ALWAYS]_Step3_[203820]_OK.jpg,367873
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069885/1,1_G4KNRK069885_LowerZone2[ALWAYS]_Step4_[203820]_OK.jpg,351586
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069885/1,1_G4KNRK069885_UpperZone1[ALWAYS]_Step1_[203820]_OK.jpg,726837
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070010/1,1_G4KNRK070010_LowerZone1[ALWAYS]_Step3_[223642]_OK.jpg,366071
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070010/1,1_G4KNRK070010_UpperZone1[ALWAYS]_Step1_[223642]_OK.jpg,717155
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070010/1,1_G4KNRK070010_LowerZone2[ALWAYS]_Step4_[223642]_OK.jpg,356237
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070010/1,1_G4KNRK070010_UpperZone2[ALWAYS]_Step2_[223642]_OK.jpg,673811
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070081/1,1_G4KNRK070081_LowerZone1[ALWAYS]_Step3_[233518]_OK.jpg,369448
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070081/1,1_G4KNRK070081_UpperZone1[ALWAYS]_Step1_[233518]_OK.jpg,726690
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070081/1,1_G4KNRK070081_LowerZone2[ALWAYS]_Step4_[233518]_OK.jpg,344157
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070081/1,1_G4KNRK070081_UpperZone2[ALWAYS]_Step2_[233518]_OK.jpg,694165
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070072/1,1_G4KNRK070072_UpperZone2[ALWAYS]_Step2_[232926]_OK.jpg,669255
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070072/1,1_G4KNRK070072_LowerZone2[ALWAYS]_Step4_[232926]_OK.jpg,348745
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070072/1,1_G4KNRK070072_LowerZone1[ALWAYS]_Step3_[232926]_OK.jpg,367113
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070072/1,1_G4KNRK070072_UpperZone1[ALWAYS]_Step1_[232926]_OK.jpg,731016
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069864/1,1_G4KNRK069864_LowerZone2[ALWAYS]_Step4_[202045]_OK.jpg,348670
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069864/1,1_G4KNRK069864_LowerZone1[ALWAYS]_Step3_[202045]_OK.jpg,365643
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069864/1,1_G4KNRK069864_UpperZone1[ALWAYS]_Step1_[202045]_OK.jpg,737234
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069864/1,1_G4KNRK069864_UpperZone2[ALWAYS]_Step2_[202045]_OK.jpg,686349
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070016/1,1_G4KNRK070016_UpperZone2[ALWAYS]_Step2_[224106]_OK.jpg,682091
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070016/1,1_G4KNRK070016_UpperZone1[ALWAYS]_Step1_[224106]_OK.jpg,730300
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070016/1,1_G4KNRK070016_LowerZone1[ALWAYS]_Step3_[224106]_OK.jpg,372333
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070016/1,1_G4KNRK070016_LowerZone2[ALWAYS]_Step4_[224106]_OK.jpg,352720
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069856/1,1_G4KNRK069856_LowerZone1[ALWAYS]_Step3_[195804]_OK.jpg,367225
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069856/1,1_G4KNRK069856_UpperZone1[ALWAYS]_Step1_[195804]_OK.jpg,741829
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069856/1,1_G4KNRK069856_UpperZone2[ALWAYS]_Step2_[195804]_OK.jpg,699987
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK069856/1,1_G4KNRK069856_LowerZone2[ALWAYS]_Step4_[195804]_OK.jpg,354096
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070032/1,1_G4KNRK070032_LowerZone2[ALWAYS]_Step4_[225507]_OK.jpg,353457
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070032/1,1_G4KNRK070032_UpperZone2[ALWAYS]_Step2_[225507]_OK.jpg,665664
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070032/1,1_G4KNRK070032_LowerZone1[ALWAYS]_Step3_[225507]_OK.jpg,370102
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070032/1,1_G4KNRK070032_UpperZone1[ALWAYS]_Step1_[225507]_OK.jpg,708578
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070088/1,1_G4KNRK070088_UpperZone2[ALWAYS]_Step2_[233815]_OK.jpg,660717
/engine1/170-15\ Cam\ Carrier\ Vision/favis_RawImage/2024-03-10/1_G4KNRK070088/1,1_G4KNRK070088_LowerZone1[ALWAYS]_Step3_[233815]_OK.jpg,369586
